所在文件夹,文件名,文件大小(KB),文件夹总大小(KB),文件夹文件总数
H:\核心存储\档案馆\2019-2023 大学\大一\期末作业\思修,形势与政策.docx,14.07,28.04,2
H:\核心存储\档案馆\2019-2023 大学\大三,2022年上半年英语六级笔试准考证(张卉萱).pdf,237.88,18165.35,10
H:\核心存储\档案馆\2019-2023 大学\大三,刘海好长1.jpg,2023.48,18165.35,10
H:\核心存储\档案馆\2019-2023 大学\大三,刘海好长2.jpg,2134.7,18165.35,10
H:\核心存储\档案馆\2019-2023 大学\大三,喜欢这个颜色.jpg,6271.54,18165.35,10
H:\核心存储\档案馆\2019-2023 大学\大三,外图厦门书城.jpg,2714.42,18165.35,10
H:\核心存储\档案馆\2019-2023 大学\大三,被老师(许庆星)通缉1.jpg,166.11,18165.35,10
H:\核心存储\档案馆\2019-2023 大学\大三,被老师(许庆星)通缉2.jpg,24.3,18165.35,10
H:\核心存储\档案馆\2019-2023 大学\大三,被老师(许庆星)通缉3.jpg,15.61,18165.35,10
H:\核心存储\档案馆\2019-2023 大学\大三,风景1.jpg,2431.38,18165.35,10
H:\核心存储\档案馆\2019-2023 大学\大三,风景2.jpg,2145.92,18165.35,10
H:\核心存储\档案馆\2019-2023 大学\大三\左下智齿,拍片1.jpg,2669.42,5701.57,5
H:\核心存储\档案馆\2019-2023 大学\大三\左下智齿,拍片2.jpg,786.04,5701.57,5
H:\核心存储\档案馆\2019-2023 大学\大三\左下智齿,牙.jpg,178.84,5701.57,5
H:\核心存储\档案馆\2019-2023 大学\大三\左下智齿,画给医生的增生.jpg,234.68,5701.57,5
H:\核心存储\档案馆\2019-2023 大学\大三\左下智齿,肿.jpg,1832.59,5701.57,5
H:\核心存储\档案馆\2019-2023 大学\大三\海报,IMG_20220825_195453.jpg,3725.13,7419.95,2
H:\核心存储\档案馆\2019-2023 大学\大三\海报,IMG_20220825_195751.jpg,3694.82,7419.95,2
H:\核心存储\档案馆\2019-2023 大学\大三\离校检查,VID_20220819_145012.mp4,37902.65,359661.44,14
H:\核心存储\档案馆\2019-2023 大学\大三\离校检查,VID_20220819_145032.mp4,66839.59,359661.44,14
H:\核心存储\档案馆\2019-2023 大学\大三\离校检查,VID_20220819_145357.mp4,41159.87,359661.44,14
H:\核心存储\档案馆\2019-2023 大学\大三\离校检查,VID_20220819_145419.mp4,3814.58,359661.44,14
H:\核心存储\档案馆\2019-2023 大学\大三\离校检查,VID_20220819_145531.mp4,30253.91,359661.44,14
H:\核心存储\档案馆\2019-2023 大学\大三\离校检查,VID_20220819_145734.mp4,23525.53,359661.44,14
H:\核心存储\档案馆\2019-2023 大学\大三\离校检查,VID_20220819_150007.mp4,52998.84,359661.44,14
H:\核心存储\档案馆\2019-2023 大学\大三\离校检查,VID_20220819_150103.mp4,3558.72,359661.44,14
H:\核心存储\档案馆\2019-2023 大学\大三\离校检查,VID_20220819_150157.mp4,37492.27,359661.44,14
H:\核心存储\档案馆\2019-2023 大学\大三\离校检查,VID_20220819_150222.mp4,10688.82,359661.44,14
H:\核心存储\档案馆\2019-2023 大学\大三\离校检查,VID_20220819_150228.mp4,4373.15,359661.44,14
H:\核心存储\档案馆\2019-2023 大学\大三\离校检查,VID_20220819_150313_1.mp4,31402.77,359661.44,14
H:\核心存储\档案馆\2019-2023 大学\大三\离校检查,VID_20220819_150327.mp4,8721.24,359661.44,14
H:\核心存储\档案馆\2019-2023 大学\大三\离校检查,VID_20220819_150342.mp4,6929.51,359661.44,14
H:\核心存储\档案馆\2019-2023 大学\大二,宿舍合照1.jpg,2084.3,130203.46,9
H:\核心存储\档案馆\2019-2023 大学\大二,宿舍合照2.jpg,5028.6,130203.46,9
H:\核心存储\档案馆\2019-2023 大学\大二,数学建模.jpg,591.26,130203.46,9
H:\核心存储\档案馆\2019-2023 大学\大二,篮球练习.mp4,26383.28,130203.46,9
H:\核心存储\档案馆\2019-2023 大学\大二,英语课堂汇报.mp4,87550.75,130203.46,9
H:\核心存储\档案馆\2019-2023 大学\大二,风景1.jpg,934.23,130203.46,9
H:\核心存储\档案馆\2019-2023 大学\大二,风景2.jpg,3687.73,130203.46,9
H:\核心存储\档案馆\2019-2023 大学\大二,风景3.jpg,3721.2,130203.46,9
H:\核心存储\档案馆\2019-2023 大学\大二,风景4.jpg,222.11,130203.46,9
H:\核心存储\档案馆\2019-2023 大学\大二\准考证,2020年12月全国计算机等级考试二级准考证.pdf,273.33,925.98,4
H:\核心存储\档案馆\2019-2023 大学\大二\准考证,2020年9月全国计算机等级考试一级准考证.pdf,171.76,925.98,4
H:\核心存储\档案馆\2019-2023 大学\大二\准考证,2020年上半年（9月）英语六级笔试准考证(张卉萱).pdf,240.87,925.98,4
H:\核心存储\档案馆\2019-2023 大学\大二\准考证,2020年下半年英语六级笔试准考证(张卉萱).pdf,240.02,925.98,4
H:\核心存储\档案馆\2019-2023 大学\大二\恒暖（大二上）,LOGO.jpg,117.86,973.89,4
H:\核心存储\档案馆\2019-2023 大学\大二\恒暖（大二上）,PPT.pptx,693.28,973.89,4
H:\核心存储\档案馆\2019-2023 大学\大二\恒暖（大二上）,思维表.docx,17.84,973.89,4
H:\核心存储\档案馆\2019-2023 大学\大二\恒暖（大二上）,项目计划书.docx,144.9,973.89,4
H:\核心存储\档案馆\2019-2023 大学\大二\海报设计,IMG_20220825_195811.jpg,3769.62,4326.02,2
H:\核心存储\档案馆\2019-2023 大学\大二\海报设计,领奖.png,556.41,4326.02,2
H:\核心存储\档案馆\2019-2023 大学\大二\篮球赛,1.jpg,2467.63,141066.8,10
H:\核心存储\档案馆\2019-2023 大学\大二\篮球赛,10.jpg,483.93,141066.8,10
H:\核心存储\档案馆\2019-2023 大学\大二\篮球赛,2.jpg,9421.73,141066.8,10
H:\核心存储\档案馆\2019-2023 大学\大二\篮球赛,3.jpg,19285.35,141066.8,10
H:\核心存储\档案馆\2019-2023 大学\大二\篮球赛,4.jpg,15987.61,141066.8,10
H:\核心存储\档案馆\2019-2023 大学\大二\篮球赛,5.jpg,24097.53,141066.8,10
H:\核心存储\档案馆\2019-2023 大学\大二\篮球赛,6.jpg,23365.06,141066.8,10
H:\核心存储\档案馆\2019-2023 大学\大二\篮球赛,7.jpg,19037.78,141066.8,10
H:\核心存储\档案馆\2019-2023 大学\大二\篮球赛,8.jpg,16659.85,141066.8,10
H:\核心存储\档案馆\2019-2023 大学\大二\篮球赛,9.jpg,10260.32,141066.8,10
H:\核心存储\档案馆\2019-2023 大学\大二\羽毛球裁判证考试,合照.jpg,7894.28,15600.89,2
H:\核心存储\档案馆\2019-2023 大学\大二\羽毛球裁判证考试,林稣拍的.jpg,7706.61,15600.89,2
H:\核心存储\档案馆\2019-2023 大学\大二\视频作业,好好学习.mp4,208469.69,1869603.48,2
H:\核心存储\档案馆\2019-2023 大学\大二\视频作业,相信未来.mp4,1661133.79,1869603.48,2
H:\核心存储\档案馆\2019-2023 大学\大二\视频作业\大二下小组作业,相信未来.docx,11.13,4234281.11,5
H:\核心存储\档案馆\2019-2023 大学\大二\视频作业\大二下小组作业,相信未来.md,3.19,4234281.11,5
H:\核心存储\档案馆\2019-2023 大学\大二\视频作业\大二下小组作业,相信未来.mp4,1665864.42,4234281.11,5
H:\核心存储\档案馆\2019-2023 大学\大二\视频作业\大二下小组作业,相信未来（作业版）.mp4,2510249.79,4234281.11,5
H:\核心存储\档案馆\2019-2023 大学\大二\视频作业\大二下小组作业,空镜.mp4,58152.58,4234281.11,5
H:\核心存储\档案馆\2019-2023 大学\大二\院徽设计,院徽设计.docx,106.18,998.39,2
H:\核心存储\档案馆\2019-2023 大学\大二\院徽设计,院徽设计.jpg,892.21,998.39,2
H:\核心存储\档案馆\2019-2023 大学\大四,合照.jpg,15147.99,15188.99,2
H:\核心存储\档案馆\2019-2023 大学\大四,泉州职业技术大学结业换发毕业证申请表（2021.08更新）.doc,41.0,15188.99,2
H:\核心存储\档案馆\2019-2023 大学\大四\毕业实习提交材料,丙方岗位实习法定监护人（或家长）知情同意书.docx,16.14,397.82,6
H:\核心存储\档案馆\2019-2023 大学\大四\毕业实习提交材料,分散实习申请表.doc,68.0,397.82,6
H:\核心存储\档案馆\2019-2023 大学\大四\毕业实习提交材料,各项实习材料提交时间.xlsx,10.7,397.82,6
H:\核心存储\档案馆\2019-2023 大学\大四\毕业实习提交材料,岗位实习鉴定表.doc,19.0,397.82,6
H:\核心存储\档案馆\2019-2023 大学\大四\毕业实习提交材料,泉州职业技术大学学生岗位实习三方协议（填写模板)_加水印.pdf,266.84,397.82,6
H:\核心存储\档案馆\2019-2023 大学\大四\毕业实习提交材料,（电子版）岗位实习单位考察表.doc,17.15,397.82,6
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计,194033552-张卉萱-中期检查表.docx,17.97,2968735.16,4
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计,194033552_张卉萱_光盘刻录材料.zip,2968663.85,2968735.16,4
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计,194033552张卉萱开题报告书.docx,53.18,2968735.16,4
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计,~$职业技术大学毕业设计（论文）中期检查表.docx,0.16,2968735.16,4
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\databases,practice.db,0.0,24.0,2
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\databases,practice_qtsys_student.db,24.0,24.0,2
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他,A Balanced Algorithm for In-City Parking Allocation A Case Study of Al Madinah City.pdf,1750.46,30174.14,17
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他,Finding Available Parking Spaces Made Easy.pdf,688.63,30174.14,17
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他,Intelligent Parking System.pdf,1428.71,30174.14,17
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他,On the Design of Smart Parking Networks in the Smart Cities.pdf,773.2,30174.14,17
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他,"Smart Parking System with Dynamic Pricing,.pdf",1736.14,30174.14,17
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他,Smart parking systems comprehensive review based on various aspects.pdf,1854.18,30174.14,17
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他,Smart-parking management algorithms in smart city..pdf,1633.85,30174.14,17
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他,Underground Parking Lot Navigation System Using Long-Term Evolution Signal.pdf,6773.53,30174.14,17
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他,国内停车场管理系统的现状与发展趋势.pdf,123.31,30174.14,17
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他,城市发展与交通、停车场的关系.pdf,228.96,30174.14,17
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他,基于AI视觉的智能停车场信息感知方法研究.caj,4237.22,30174.14,17
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他,基于RFID的智能停车场路径规划的研究与设计.caj,2107.48,30174.14,17
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他,基于STM32的停车场车牌识别系统.pdf,914.21,30174.14,17
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他,基于图像视觉的停车场管理系统的实现.pdf,1770.41,30174.14,17
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他,基于图像识别的停车场智能管理系统的设计与实现.pdf,101.81,30174.14,17
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他,基于汽车牌照识别的停车场管理系统.pdf,193.4,30174.14,17
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他,我国城市地下停车场发展现状及修建技术研究.pdf,3858.66,30174.14,17
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他\弱相关,停车场车辆目标检测方法研究与应用_丁继文.caj,4380.22,19316.29,16
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他\弱相关,可持续发展背景下公共停车场规划的重新思考.pdf,336.02,19316.29,16
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他\弱相关,基于OpenCV的地面停车诱导系统研究.pdf,1329.33,19316.29,16
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他\弱相关,基于ZigBee与RFID的地下停车场泊车引导系统研究.pdf,1430.03,19316.29,16
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他\弱相关,基于Zigbee和机器学习的智能泊车系统设计.pdf,1155.61,19316.29,16
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他\弱相关,基于ZigBee技术的智能停车场管理系统设计.pdf,26.18,19316.29,16
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他\弱相关,基于ZigBee的停车场车辆信息采集及显示系统.pdf,900.01,19316.29,16
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他\弱相关,基于ZigBee的智能停车场管理系统.pdf,516.71,19316.29,16
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他\弱相关,基于多种车辆特征信息识别的停车场管理系统.pdf,281.54,19316.29,16
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他\弱相关,基于射频识别的停车场管理系统设计与实现.pdf,1097.37,19316.29,16
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他\弱相关,基于深度学习的智能停车车位检测.pdf,4117.82,19316.29,16
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他\弱相关,基于物联网停车场车位管理系统的设计和实现.pdf,1382.52,19316.29,16
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他\弱相关,基于物联网的智慧停车场设计.pdf,857.34,19316.29,16
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他\弱相关,基于车牌识别技术的停车场管理系统设计.pdf,92.51,19316.29,16
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他\弱相关,基于车牌识别的无人收费停车场系统的设计.pdf,775.22,19316.29,16
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\其他\弱相关,基于迷你卷积神经网络的停车场空车位检测方法.pdf,637.86,19316.29,16
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\参考文献,A License Plate-Recognition Algorithm for.pdf,1089.17,22368.15,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\参考文献,KNN分类算法在停车场车牌识别系统中的应用.pdf,1507.37,22368.15,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\参考文献,Prediction of parking space availability in real time.pdf,716.24,22368.15,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\参考文献,Towards Automatic License Plate Detection.pdf,2888.29,22368.15,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\参考文献,停车场车牌识别系统设计与实现.caj,4716.44,22368.15,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\参考文献,基于OpenCV与SVM的车牌识别方法.pdf,1777.35,22368.15,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\参考文献,基于人工智能的剩余停车位数量预测方法研究.caj,3048.28,22368.15,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\参考文献,基于单片机的车位管理系统设计.pdf,1267.68,22368.15,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\参考文献,基于深度学习技术的停车场收费管理系统设计与实现.pdf,1218.66,22368.15,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\参考文献,基于物联网技术的智能停车场系统设计与实现.pdf,2088.19,22368.15,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\参考文献\参考文献,基于车牌识别的停车场智能收费系统.pdf,2050.48,22368.15,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\学校要求与材料,2023届计算机应用工程专业毕业设计课题学生选题表.xlsx,72.91,35530.25,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\学校要求与材料,参考文献的格式规范.docx,24.27,35530.25,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\学校要求与材料,国科数字产业学院2023届毕业设计计划.xlsx,10.99,35530.25,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\学校要求与材料,国科数字产业学院毕业设计论文基本框架（2023届）.docx,20.55,35530.25,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\学校要求与材料,毕业设计_潘晓虹.zip,14482.54,35530.25,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\学校要求与材料,毕业设计_王燕妮.zip,9791.5,35530.25,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\学校要求与材料,泉大〔2022〕58号 关于印发《泉州职业技术大学本科毕业设计（论文）管理办法（试行）》的通知.pdf,11071.05,35530.25,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\学校要求与材料,泉州职业技术大学毕业设计开题报告要求.docx,13.26,35530.25,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\学校要求与材料,泉州职业技术大学毕业设计（论文）中期检查情况一览表.docx,13.66,35530.25,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\学校要求与材料,泉州职业技术大学毕业设计（论文）中期检查表.docx,15.44,35530.25,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\学校要求与材料,泉州职业技术大学毕业设计（论文）指导过程记录表.docx,14.09,35530.25,11
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\学校要求与材料\论文模版,2023.01.08-目录-页眉-页脚格式.pdf,467.86,2091.09,3
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\学校要求与材料\论文模版,2023.01泉州职业技术大学本科毕业设计（论文）撰写规范.pdf,1447.47,2091.09,3
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\学校要求与材料\论文模版,毕业设计（论文）模板（学校：20220615）.dotx,175.77,2091.09,3
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\开题报告,194033552-张卉萱-开题报告.docx,63.16,92.36,2
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\开题报告,论文组织结构图.vsdx,29.2,92.36,2
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\数据库设计,XXX系统数据库设计模板.docx,174.25,258.94,2
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\数据库设计,基于计算机视觉与物联网的停车场管理系统数据库设计.docx,84.69,258.94,2
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容,毕业论文_答辩打印版.pdf,1353.22,1353.22,1
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表,E-R.vsdx,43.19,65.67,2
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表,数据统计图.xlsx,22.49,65.67,2
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\功能结构图,小程序.vsdx,27.87,55.27,2
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\功能结构图,桌面端.vsdx,27.41,55.27,2
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\小程序成品图,个人中心.jpg,108.71,585.24,6
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\小程序成品图,主页.jpg,177.47,585.24,6
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\小程序成品图,主页_未使用.jpg,143.62,585.24,6
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\小程序成品图,信息填写.jpg,74.76,585.24,6
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\小程序成品图,未做.txt,0.13,585.24,6
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\小程序成品图,车位信息图示.jpg,80.55,585.24,6
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\时序图,管理员登录.vsdx,46.69,46.69,1
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\桌面端成品图,主页.png,11.56,143.44,9
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\桌面端成品图,登录.png,7.92,143.44,9
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\桌面端成品图,管理员信息.png,18.1,143.44,9
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\桌面端成品图,系统使用记录.png,16.15,143.44,9
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\桌面端成品图,订单信息.png,19.88,143.44,9
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\桌面端成品图,车主信息.png,18.51,143.44,9
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\桌面端成品图,车辆信息.png,18.23,143.44,9
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\桌面端成品图,错误报告.png,15.79,143.44,9
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\桌面端成品图,黑名单.png,17.29,143.44,9
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\流程图,车位探测.vsdx,31.02,121.31,3
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\流程图,车辆入场.vsdx,44.89,121.31,3
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\流程图,车辆出场.vsdx,45.4,121.31,3
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\系统用例图,管理员.vsdx,47.73,47.73,1
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\页面结构图,小程序端.vsdx,26.76,54.82,2
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\图表\页面结构图,桌面端.vsdx,28.05,54.82,2
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\提交论文及相关材料,194033552-张卉萱-基于计算机视觉与物联网的停车场管理系统.docx,1624.18,1789.71,4
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\提交论文及相关材料,194033552-张卉萱-开题报告.docx,63.16,1789.71,4
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\提交论文及相关材料,194033552-张卉萱-指导过程记录表.docx,17.69,1789.71,4
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\提交论文及相关材料,基于计算机视觉与物联网的停车场管理系统数据库设计.docx,84.69,1789.71,4
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\查重结果,万方查重.pdf,267.01,13831.17,8
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\查重结果,大雅查重1.zip,1296.49,13831.17,8
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\查重结果,大雅查重2.zip,1168.9,13831.17,8
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\查重结果,大雅查重3.zip,1159.94,13831.17,8
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\查重结果,学校查重（维普）.zip,3684.52,13831.17,8
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\查重结果,维普自查1.zip,2043.66,13831.17,8
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\查重结果,维普自查2.zip,2031.93,13831.17,8
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\查重结果,维普自查3.zip,2178.72,13831.17,8
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\论文版本,1 基本通过.docx,876.04,9275.14,9
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\论文版本,2 修改：交叉引用、摘要删减、部分内容微调.docx,880.19,9275.14,9
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\论文版本,3 修改：流程图勘误、排版调整、更换桌面端图片、桌面端代码增加.docx,1064.55,9275.14,9
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\论文版本,4 修改：排版调整、目录核对.docx,1064.39,9275.14,9
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\论文版本,5 修改：格式调整.docx,1068.96,9275.14,9
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\论文版本,6 修改：修改引用、内容调整（重复率上升，改回5了）.docx,1069.51,9275.14,9
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\论文版本,7 修改：格式调整、硬件增加代码和图片（0223提交学校）.docx,1625.2,9275.14,9
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\论文版本,8 修改：格式调整（0318答辩打印）.docx,1625.74,9275.14,9
H:\核心存储\档案馆\2019-2023 大学\大四\毕业论文与毕业设计\论文内容\论文版本,预计修改内容.txt,0.56,9275.14,9
H:\核心存储\档案馆\2019-2023 大学\学校,IMG_20220624_192421.jpg,2647.47,17273.44,5
H:\核心存储\档案馆\2019-2023 大学\学校,IMG_20220624_192522.jpg,3370.97,17273.44,5
H:\核心存储\档案馆\2019-2023 大学\学校,IMG_20220625_012042.jpg,7241.07,17273.44,5
H:\核心存储\档案馆\2019-2023 大学\学校,IMG_20220712_175330.jpg,3246.79,17273.44,5
H:\核心存储\档案馆\2019-2023 大学\学校,mmexport1649869389127.jpg,767.14,17273.44,5
H:\核心存储\档案馆\2019-2023 大学\学校\宿舍,收纳1.jpg,1172.38,34081.85,20
H:\核心存储\档案馆\2019-2023 大学\学校\宿舍,收纳10.jpg,933.43,34081.85,20
H:\核心存储\档案馆\2019-2023 大学\学校\宿舍,收纳11.jpg,1012.44,34081.85,20
H:\核心存储\档案馆\2019-2023 大学\学校\宿舍,收纳12.jpg,1042.49,34081.85,20
H:\核心存储\档案馆\2019-2023 大学\学校\宿舍,收纳13.jpg,1085.19,34081.85,20
H:\核心存储\档案馆\2019-2023 大学\学校\宿舍,收纳14.jpg,3670.95,34081.85,20
